Trap #,Date Set,Time Set,Date Pulled ,Time Pulled,UTM Zone,UTM Easting,UTM Northing,Trap Type, Open/ Closed Funnel (OF/CF) , Bait ,Depth m,Temp C,Secchi Depth,Burbot Captured Y/N,No. Burbot Captured,Len (mm),Wt (kg),Girth (MM),Tag applied (Y/N),Tag No. / Colour,Recap (Y/N),Tag No. / Colour,Fate (D/L),Sacrificed (Y/N),Sacrificied Code,Taggged Mortality,Comments,Sp.,No.L,No.D,Len,Len,Len,Len,Len,Sp.,No.L,No.D,Len,Len,Len,Len,Len,Sp.,No.L,No.D,Len,Len,Len,Len,Len,Sp.,No.L,No.D,Len,Len,Len,Len,Len,Sp.,No.L,No.D,Len,Len,Len
6,2-Oct-09,1200,3-Oct-09,0938,10U,475859,5959103,Cod Trap, N/A , Sox/PCC ,23.5,10,1.5,N,0,,,,,,,,,,,,Trap Pulled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2-Oct-09,1242,3-Oct-09,0943,10U,475732,5959577,Cod Trap, N/A , Sockeye ,20.0,10,1.5,N,0,,,,,,,,,,,,Trap Pulled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2-Oct-09,1231,3-Oct-09,0959,10U,476320,5959187,Cod Trap, N/A , Sox/NSC ,23.9,10,1.5,N,0,,,,,,,,,,,,Trap Pulled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2-Oct-09,1251,3-Oct-09,1009,10U,476441,5959591,Cod Trap, N/A , Sox/NSC ,21.1,10,1.5,N,0,,,,,,,,,,,,Trap Pulled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2-Oct-09,1300,3-Oct-09,1017,10U,477298,5959370,Cod Trap, N/A , Sockeye ,14.2,10,1.5,N,0,,,,,,,,,,,,Trap Pulled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2-Oct-09,1305,3-Oct-09,1025,10U,477169,5959621,Cod Trap, N/A , Sockeye ,21.0,11,1.5,N,0,,,,,,,,,,,,Trap Pulled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2-Oct-09,1314,3-Oct-09,1029,10U,476829,5959654,Cod Trap, N/A , Sockeye ,16.6,10,1.5,N,0,,,,,,,,,,,,Trap Pulled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2-Oct-09,1320,3-Oct-09,1034,10U,476899,5959790,Cod Trap, N/A , Sox/PCC ,18.7,10,1.5,N,0,,,,,,,,,,,,Trap Pulled 10/03/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2-Oct-09,1332,3-Oct-09,1039,10U,477471,5959717,Cod Trap, N/A , Sockeye ,17.0,10,1.5,N,0,,,,,,,,,,,,Trap Pulled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2-Oct-09,1339,3-Oct-09,1045,10U,477426,5959524,Cod Trap, N/A , Sockeye ,18.5,10,1.5,N,0,,,,,,,,,,,,Trap Pulled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,13-Oct-09,1028,14-Oct-09,1051,10U,474046,5958538,Cod Trap, N/A , Sockeye ,9.4,4,2,N,0,,,,,,,,,,,,"Depth not taken on 13/10/09. Clear&windy,lg.waves.NFC 14/10/09,removed excess slack line",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13-Oct-09,1037,14-Oct-09,1109,10U,474875,5958319,Cod Trap, N/A , Sockeye ,9.3,4,2,N,0,,,,,,,,,,,,"Depth not taken on 13/10/09. Light overcast, 3 bycatch killed for bait. Reused Sox bait",NSC,2,0,260,310,,,,PCC,1,0,210,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13-Oct-09,1041,14-Oct-09,1126,10U,475188,5958348,Cod Trap, N/A , Sockeye ,2.8,4,2,N,0,,,,,,,,,,,,"Depth not taken on 13/10/09. Clear and windy, lg. Waves. 2 PCC killed for bait, Reused sox from 10/13/09",PCC,2,0,200,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,13-Oct-09,1047,14-Oct-09,1036,10U,475702,5958622,Cod Trap, N/A , Sockeye ,7.8,4,2,N,0,,,,,,,,,,,,Depth not taken on 13/10/09. Weather same as above. NFC (no fish caught) Bait still good reused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,13-Oct-09,1055,14-Oct-09,1049,10U,475947,5958850,Cod Trap, N/A , Sockeye ,9.7,4,2,N,0,,,,,,,,,,,,"Depth not taken on 13/10/09. Added NSC to bait, reused",NSC,1,0,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13-Oct-09,1103,14-Oct-09,1204,10U,476351,5959066,Cod Trap, N/A , Sockeye ,5.0,4,2,N,0,,,,,,,,,,,,Depth not taken on 13/10/09. ,NSC,7,0,190,170,200,280,290,PCC,3,0,210,185,210,,,,,,,,,,,,,,,,,,,,,,,,
7,13-Oct-09,1106,14-Oct-09,1219,10U,476772,5959160,Cod Trap, N/A , Sockeye ,13.0,4,2,N,0,,,,,,,,,,,,"Depth not taken on 13/10/09.NFC, trap still in good shape",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,13-Oct-09,1112,14-Oct-09,1228,10U,477286,5959280,Cod Trap, N/A , Sockeye ,8.1,4,2,N,0,,,,,,,,,,,,Depth not taken on 13/10/09.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,13-Oct-09,1123,14-Oct-09,1240,10U,475431,5959477,Cod Trap, N/A , Sockeye ,15.0,4,2,N,0,,,,,,,,,,,,Depth not taken on 13/10/09. NFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,13-Oct-09,1126,14-Oct-09,1247,10U,475745,5959645,Cod Trap, N/A , Sockeye ,17.0,4,2,N,0,,,,,,,,,,,,"Depth not taken on 13/10/09. Bottom of trap was slightly open, approx.20cm  NFC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,13-Oct-09,1135,14-Oct-09,1256,10U,475984,5959828,Cod Trap, N/A , Sockeye ,15.0,4,2,N,0,,,,,,,,,,,,Depth not taken on 13/10/09.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,13-Oct-09,1137,14-Oct-09,1303,10U,476485,5959952,Cod Trap, N/A , Sockeye ,5.5,4,2,N,0,,,,,,,,,,,,Depth not taken on 13/10/09.,PCC,4,0,190,200,200,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,13-Oct-09,1140,14-Oct-09,1310,10U,476805,5959952,Cod Trap, N/A , Sockeye ,5.9,4,2,N,0,,,,,,,,,,,,Depth not taken on 13/10/09.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,13-Oct-09,1144,14-Oct-09,1319,10U,477130,5959983,Cod Trap, N/A , Sockeye ,15.0,4,2,N,0,,,,,,,,,,,,Depth not taken on 13/10/09.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,13-Oct-09,1148,14-Oct-09,1325,10U,477432,5959974,Cod Trap, N/A , Sockeye ,15.0,4,2,N,0,,,,,,,,,,,,Depth not taken on 13/10/09.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14-Oct-09,1059,15-Oct-09,1045,10U,474046,5958538,Cod Trap, N/A , Sockeye ,9.4,7,1.1,N,0,,,,,,,,,,,,"Light overcast, light snow overnight, surface calm. Reused bait from 10/13/09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14-Oct-09,1116,15-Oct-09,1055,10U,474875,5958319,Cod Trap, N/A , Sockeye ,9.8,7,1.1,N,0,,,,,,,,,,,,"Light overcast, light wind, water surface choppy 10/14/09.Reused bait from10/13/09",PCC,3,0,205,215,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14-Oct-09,1129,15-Oct-09,1104,10U,475188,5958348,Cod Trap, N/A , Sox/PCC ,2.8,7,1.1,N,0,,,,,,,,,,,,"Light overcast, water surface choppy. Removed slack from line. Reused sox from 10/13/09, added 1PCC.",PCC,3,0,185,200,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14-Oct-09,1140,15-Oct-09,1117,10U,475702,5958622,Cod Trap, N/A , Sockeye ,7.8,7,1.5,N,0,,,,,,,,,,,,"Weather same as above, shortened rope length, reused bait 10/14/09",PCC,41,0,210,220,210,210,200,NSC,5,0,310,265,180,185,205,,,,,,,,,,,,,,,,,,,,,,
5,14-Oct-09,1053,15-Oct-09,1130,10U,475955,5958823,Cod Trap, N/A , Sox/NSC ,9.7,7,1.5,N,0,,,,,,,,,,,,"Weather same as above,  reused sox from 10/13/09, added NSC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,14-Oct-09,1211,15-Oct-09,1151,10U,476351,5959066,Cod Trap, N/A , Sox/PCC/NSC ,5.0,7,1.5,N,0,,,,,,,,,,,,Weather same.Adjusted rope length. 1PCC+1NSC added to sox bait 10/14/09. Add 2 PCC as bait 10/15/09,PCC,2,0,180,200,,,,NSC,1,0,195,,,,,,,,,,,,,,,,,,,,,,,,,,
7,14-Oct-09,1221,15-Oct-09,1240,10U,476772,5959160,Cod Trap, N/A , Sox/NSC ,13.0,7,1.2,N,0,,,,,,,,,,,,Weather same. Reused sox added NSC,NSC,1,0,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,14-Oct-09,1230,15-Oct-09,1251,10U,477286,5959280,Cod Trap, N/A , Sox/NSC ,8.1,7,1.1,N,0,,,,,,,,,,,,"Weather same. Added 2 NSC to bait,reused sox",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,14-Oct-09,1242,15-Oct-09,1202,10U,475431,5959477,Cod Trap, N/A , Sox/NSC/PCC ,15.0,7,1.2,N,0,,,,,,,,,,,,Weather same. Reused sox added 1 NSC 10/14/09. Add 1 PCC as bait 10/15/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,14-Oct-09,1250,15-Oct-09,1220,10U,475745,5959645,Cod Trap, N/A , Sox/NSC/PCC ,17.0,7,1.1,N,0,,,,,,,,,,,,Weather same. Reused sox added 1 NSC 10/14/09. Add 2 PCC as bait 10/15/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,14-Oct-09,1258,15-Oct-09,1233,10U,475984,5959828,Cod Trap, N/A , Sockeye ,15.0,7,1.5,N,0,,,,,,,,,,,,"Weather same, reused sox ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,14-Oct-09,1308,15-Oct-09,1258,10U,476485,5959952,Cod Trap, N/A , Sox/NSC ,5.5,7,1.5,N,0,,,,,,,,,,,,"Weather same, reused sockeye,added 1 NSC ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,14-Oct-09,1315,15-Oct-09,1305,10U,476805,5959952,Cod Trap, N/A , Sockeye ,5.9,7,1.1,Y,0,,,,,,Y,FW PINK BC0000139,L,N,,,Weather same.Last burbot back in.Floy tag area infection.( CP 12/22/09 - Incomplete data for burbot and NSC),PCC,7,0,210,210,200,190,210,NSC,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,14-Oct-09,1315,15-Oct-09,1305,10U,476805,5959952,Cod Trap, N/A , Sockeye ,5.9,7,1.1,Y,0,,,,,,,,,,,,Weather same.Last burbot back in.Floy tag area infection.( CP 12/22/09 - Incomplete data for burbot and NSC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,14-Oct-09,1321,15-Oct-09,1317,10U,477130,5959983,Cod Trap, N/A , Sox/PCC ,15.0,7,1.1,N,0,,,,,,,,,,,,Weather same. Reused sockeye added 1 PCC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,14-Oct-09,1327,15-Oct-09,1330,10U,477432,5959974,Cod Trap, N/A , Sox/NSC ,15.0,7,1.1,N,0,,,,,,,,,,,,Weather same. Added 1 NSC with sox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15-Oct-09,1350,17-Oct-09,1415,10U,477959,5959655,Cod Trap, N/A , Sox/PCC ,1.2,7,1.5,Y,2 of 2,730,2.19,260,Y,FW YELLOW BC0043,N,,L,N,,,48 hour set due to weather concerns. 5 PCC added to bait. (CP 12/23/09- Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15-Oct-09,1350,17-Oct-09,1415,10U,477959,5959655,Cod Trap, N/A , Sox/PCC ,1.2,7,1.5,Y,1 of 2,580,2,280,Y,FW YELLOW BC0044,N,,L,N,,,48 hour set due to weather concerns. 5 PCC added to bait. (CP 12/23/09- Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,15-Oct-09,1338,17-Oct-09,1355,10U,477692,5959926,Cod Trap, N/A , Sox/NSC/PCC ,7.2,7,1.5,Y,1,800,3.18,320,Y,FW YELLOW BC0045,N,,L,N,,,48 hour set due to weather concerns. Added bait 4 PCC (CP 12/23/09- Incomplete data),NSC,1,0,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,15-Oct-09,1315,17-Oct-09,1336,10U,476833,5959943,Cod Trap, N/A , PCC ,11.0,7,1.5,Y,1,460,0.98,210,Y,FW YELLOW BC0046,N,,L,N,,,48 hour set due to weather concerns. (CP 12/23/09- Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,15-Oct-09,1303,17-Oct-09,1326,10U,476472,5959921,Cod Trap, N/A , PCC ,8.0,7,1.5,Y,1,780,3.17,310,Y,FW YELLOW BC0047,N,,L,N,,,48 hour set due to weather concerns. (CP 12/23/09- Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,15-Oct-09,1157,17-Oct-09,1256,10U,476312,5959047,Cod Trap, N/A , Sox/NSC ,7.0,7,1.5,Y,1,725,2.6,290,Y,FW YELLOW BC0048,N,,L,N,,,48 hour set due to weather concerns. NSC added to bait 10/15/09.  (CP 12/23/09- Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,15-Oct-09,1246,17-Oct-09,1346,10U,476705,5959140,Cod Trap, N/A , NSC ,12.0,7,1.5,Y,1 of 2,400,0.68,160,Y,FW YELLOW BC0049,N,,L,N,,,48 hour set due to weather concerns.  (CP 12/23/09- Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15-Oct-09,1110,17-Oct-09,1212,10U,475101,5958322,Cod Trap, N/A , Sox/NSC/PCC ,2.0,7,1.5,Y,1,420,0.6,160,Y,FW YELLOW BC0050,N,,L,N,,,48 hour set due to weather concerns. 2 NSC added to bait 10/15/09. Add bait 2 PCC (CP 12/23/09- Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15-Oct-09,1050,17-Oct-09,1204,10U,473921,5959446,Cod Trap, N/A , Sox/CSU ,5.4,7,1.5,N,0,,,,,,,,,,,,"Add sox and CSU, repositioned trap and reset. 48 hour set due to weather concerns. (CP 12/23/09- Incomplete data)",NSC,7,0,265,220,190,185,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,15-Oct-09,1349,17-Oct-09,1408,10U,477843,5959743,Cod Trap, N/A , Sox/NSC ,5.5,7,1.5,N,0,,,,,,,,,,,,48 hour set due to weather concerns. 3 NSC added to bait.  (CP 12/23/09- Incomplete data),NSC,2,0,120,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,15-Oct-09,1345,17-Oct-09,1404,10U,477803,5959833,Cod Trap, N/A , Sox/PCC ,6.8,7,1.5,N,0,,,,,,,,,,,,48 hour set due to weather concerns. 4PCC added to bait.  (CP 12/23/09- Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,15-Oct-09,1246,17-Oct-09,1346,10U,476705,5959140,Cod Trap, N/A , NSC ,12.0,7,1.5,Y,2 of 2,472,0.82,180,N,,Y,FW YELLOW BC02753,L,N,,,48 hour set due to weather concerns.  (CP 12/23/09- Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,15-Oct-09,1245,17-Oct-09,1236,10U,475576,5959253,Cod Trap, N/A , Sox/NSC/PCC ,20.0,7,1.5,Y,1,562,1.5,235,N,,Y,FW YELLOW BC02433,L,N,,,48 hour set due to weather concerns. Burbot decrompressed and swam away (CP 12/23/09- Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,15-Oct-09,1225,17-Oct-09,1244,10U,475578,5959618,Cod Trap, N/A , Sox/NSC/PCC ,16.0,7,1.5,N,0,,,,,,,,,,,,48 hour set due to weather concerns. Added bait 2 PCC (CP 12/23/09- Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,15-Oct-09,1235,17-Oct-09,1240,10U,475923,5959845,Cod Trap, N/A , Sox/PCC ,13.0,7,1.5,Y,1,490,1.17,240,N,,Y,FW ORANGE BC02441,L,N,,,48 hour set due to weather concerns. Added bait 3 PCC. Both orange are corrected. (CP 12/23/09- Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,15-Oct-09,1324,17-Oct-09,1345,10U,476982,5959950,Cod Trap, N/A , NSC/PCC ,7.9,7,1.5,N,0,,,,,,,,,,,,48 hour set due to weather concerns. (CP 12/23/09- Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15-Oct-09,1334,17-Oct-09,1358,10U,477450,5959959,Cod Trap, N/A , PCC ,15.0,7,1.5,N,0,,,,,,,,,,,,48 hour set due to weather concerns. Add bait 4 PCC (CP 12/23/09- Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,17-Oct-09,1245,19-Oct-09,1355,10U,475545,5959677,Cod Trap, N/A , Sox/NSC/PCC ,8.8,7,1.5,Y,1,550,1.39,210,Y,FW ORANGE BC01434,N,,L,N,,,48 hour set 10/17/09 - 10/19/09 due to weather concerns.(CP 12/27/09- Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,17-Oct-09,1358,19-Oct-09,1446,10U,477706,5959925,Cod Trap, N/A , NSC ,8.9,7,1.5,Y,1,650,2.19,260,Y,FW ORANGE BC01435,N,,L,N,,,48 hour set 10/17/09 - 10/19/09 due to weather concerns.NSC added (CP 12/27/09- Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17-Oct-09,1212,19-Oct-09,1324,10U,473896,5958478,Cod Trap, N/A , Sox/CSU ,7.7,7,1.5,N,0,,,,,,,,,,,,48 hour set 10/17/09 - 10/19/09 due to weather concerns. (CP 12/27/09- Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17-Oct-09,1525,19-Oct-09,1520,10U,477978,5959671,Cod Trap, N/A , Sox/PCC ,1.0,7,1.5,Y,1,500,1.15,210,N,,Y,FW YELLOW BC02789,L,N,,,48 hour set 10/17/09 - 10/19/09 due to weather concerns.No bait added. (CP 12/27/09- Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17-Oct-09,1349,19-Oct-09,1424,10U,476875,5959960,Cod Trap, N/A , Sox/PCC ,10.0,7,1.5,N,0,,,,,,,,,,,,"48 hour set 10/17/09 - 10/19/09 due to weather concerns.No bait added. (CP 12/27/09- Incomplete data) Two field data sheets for #3, used the most complete. CP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,17-Oct-09,1409,19-Oct-09,1504,10U,477833,5959740,Cod Trap, N/A , Sox/NSC ,7.3,7,1.5,N,0,,,,,,,,,,,,48 hour set 10/17/09 - 10/19/09 due to weather concerns. (CP 12/27/09- Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,17-Oct-09,1405,19-Oct-09,1456,10U,477803,5959833,Cod Trap, N/A , Sox/PCC ,6.8,7,1.5,N,0,,,,,,,,,,,,48 hour set 10/17/09 - 10/19/09 due to weather concerns.No bait added. (CP 12/27/09- Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,17-Oct-09,1304,19-Oct-09,1350,10U,476374,5959108,Cod Trap, N/A , Sox/NSC ,21.0,7,1.5,N,0,,,,,,,,,,,,48 hour set 10/17/09 - 10/19/09 due to weather concerns. (CP 12/27/09- Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,17-Oct-09,1220,19-Oct-09,1342,10U,476713,5959137,Cod Trap, N/A , NSC ,9.8,7,1.5,Y,0,,,,,,,,,,,,"48 hour set 10/17/09 - 10/19/09 due to weather concerns. (CP 12/27/09- Incomplete data) Recorded 1 burbot captured in field data sheet, no other information taken. CP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,17-Oct-09,1236,19-Oct-09,1347,10U,475576,5959253,Cod Trap, N/A , Sox/NSC/PCC ,20.0,7,1.5,N,0,,,,,,,,,,,,48 hour set 10/17/09 - 10/19/09 due to weather concerns.Bait same no bait added (CP 12/27/09- Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,17-Oct-09,1250,19-Oct-09,1405,10U,475946,5959853,Cod Trap, N/A , Sox/PCC ,10.0,7,1.5,N,0,,,,,,,,,,,,48 hour set 10/17/09 - 10/19/09 due to weather concerns.(CP 12/27/09- Incomplete data) Field comment: Orange Tag ?? CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,17-Oct-09,1328,19-Oct-09,1420,10U,476492,5959939,Cod Trap, N/A , PCC ,8.0,7,1.5,N,0,,,,,,,,,,,,48 hour set 10/17/09 - 10/19/09 due to weather concerns.(CP 12/27/09- Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,17-Oct-09,1338,19-Oct-09,1430,10U,476833,5959943,Cod Trap, N/A , PCC ,,,,N,0,,,,,,,,,,,,48 hour set 10/17/09 - 10/19/09 due to weather concerns.(CP 12/27/09- Incomplete data) No field data sheet present. CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,17-Oct-09,1347,19-Oct-09,1432,10U,476982,5959950,Cod Trap, N/A , NSC/PCC ,7.9,7,1.5,N,0,,,,,,,,,,,,48 hour set 10/17/09 - 10/19/09 due to weather concerns.(CP 12/27/09- Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,17-Oct-09,1357,19-Oct-09,1442,10U,477450,5959959,Cod Trap, N/A , PCC ,15.0,7,1.5,N,0,,,,,,,,,,,,48 hour set 10/17/09 - 10/19/09 due to weather concerns.(CP 12/27/09- Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,19-Oct-09,1500,20-Oct-09,1257,10U,477793,5959850,Cod Trap, N/A , PCC ,7.0,6,1.2,Y,1,460,0.78,190,Y,FW ORANGE BC01446,N,,L,N,,,(CP 12/28/09 - Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19-Oct-09,1327,20-Oct-09,1040,10U,473894,5958496,Cod Trap, N/A , Sox/CSU ,1.9,6,1.5,N,0,,,,,,,,,,,,(CP 12/28/09 - Incomplete data),NSC,2,0,27,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19-Oct-09,1525,20-Oct-09,1313,10U,477972,5959677,Cod Trap, N/A , NSC/PCC ,1.2,6,1.1,N,0,,,,,,,,,,,,(CP 12/28/09 - Incomplete data),RB,1,0,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,19-Oct-09,1335,20-Oct-09,1026,10U,475062,5958315,Cod Trap, N/A , Sox/NSC ,3.9,6,1.2,N,0,,,,,,,,,,,,Pulled Trap 3 moved to another location (CP 12/28/09-Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,19-Oct-09,1506,20-Oct-09,1306,10U,477824,5959752,Cod Trap, N/A , Sox/NSC ,7.8,6,1.2,N,0,,,,,,,,,,,,(CP 12/28/09 - Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,19-Oct-09,1210,20-Oct-09,1119,10U,476239,5959728,Cod Trap, N/A , Sox/NSC ,20.0,6,1.5,N,0,,,,,,,,,,,,Relocate Trap # 6 (CP 12/28/09 - Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,19-Oct-09,1342,20-Oct-09,1103,10U,476175,5959134,Cod Trap, N/A , NSC ,8.5,6,1.2,N,0,,,,,,,,,,,,Pulled trap to relocate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,19-Oct-09,1453,20-Oct-09,1253,10U,477686,5959936,Cod Trap, N/A , NSC ,4.5,6,1.2,N,0,,,,,,,,,,,,(CP 12/28/09 - Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,19-Oct-09,1349,20-Oct-09,1126,10U,475547,5959260,Cod Trap, N/A , Sox/NSC/PCC ,20.0,6,1.2,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,19-Oct-09,1359,20-Oct-09,1142,10U,475527,5959672,Cod Trap, N/A , Sox/NSC/PCC ,8.2,6,1.2,N,0,,,,,,,,,,,,No Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,19-Oct-09,1407,20-Oct-09,1154,10U,475922,5959855,Cod Trap, N/A , Sox/NSC/PCC ,10.0,6,1.2,N,0,,,,,,,,,,,,"Add 1 NSC, relocated T # 11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,19-Oct-09,1422,20-Oct-09,1207,10U,476404,5959940,Cod Trap, N/A , PCC ,8.9,6,1.2,N,0,,,,,,,,,,,,(CP 12/28/09 - Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,19-Oct-09,1430,20-Oct-09,1216,10U,476864,5959964,Cod Trap, N/A , PCC ,10.0,6,1.2,N,0,,,,,,,,,,,,(CP 12/28/09 - Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,19-Oct-09,1434,20-Oct-09,1234,10U,476963,5959942,Cod Trap, N/A , NSC/PCC ,9.2,6,1.2,N,0,,,,,,,,,,,,(CP 12/28/09 - Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,19-Oct-09,1440,20-Oct-09,1242,10U,477457,5959951,Cod Trap, N/A , NSC/PCC ,15.0,6,1.2,N,0,,,,,,,,,,,,(CP 12/28/09 - Incomplete data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,20-Oct-09,1136,21-Oct-09,0901,10U,475230,5959535,Cod Trap, N/A , NSC ,3.2,6,1.2,Y,1,438,0.59,155,Y,FW YELLOW BC01534,N,,L,N,,,Trap reset in same location 10/21/09. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
